"muni_code","muni_name","total","h_u25","h_25_40","h_a40","m_u25","m_25_40","m_a40","agricultura","industria","construccion","servicios","sin_empleo_anterior","prov"
48037,"galdames",54,0,5,20,0,17,12,2,1,9,40,2,"bizkaia"
48038,"gamiz-fika",56,3,5,16,1,14,17,0,5,2,41,8,"bizkaia"
48039,"garai",6,NA,2,1,0,1,2,NA,2,1,3,0,"bizkaia"
48040,"gatika",64,2,10,17,3,14,18,2,16,4,40,2,"bizkaia"
48041,"gautegiz arteaga",33,1,7,11,3,5,6,NA,7,1,21,4,"bizkaia"
48046,"gernika-lumo",882,28,185,175,31,260,203,15,161,52,541,113,"bizkaia"
48044,"getxo",3331,78,648,772,85,720,1028,29,321,212,2470,299,"bizkaia"
48047,"gizaburuaga",6,NA,1,NA,NA,4,1,0,1,NA,5,NA,"bizkaia"
48042,"gordexola",83,4,13,18,1,15,32,2,10,9,54,8,"bizkaia"
48043,"gorliz",301,9,51,73,2,74,92,4,23,24,232,18,"bizkaia"
48045,"guenes",432,9,79,86,15,127,116,22,49,18,279,64,"bizkaia"
48048,"ibarrangelu",28,0,3,10,0,7,8,NA,4,2,22,0,"bizkaia"
48094,"igorre",199,4,31,33,9,72,50,5,32,13,119,30,"bizkaia"
48049,"ispaster",24,0,1,4,0,15,4,1,5,1,15,2,"bizkaia"
48910,"iurreta",193,7,40,37,5,51,53,2,48,5,115,23,"bizkaia"
48050,"izurtza",9,NA,3,2,NA,4,0,2,1,1,4,1,"bizkaia"
48022,"karrantza harana/valle de carranza",205,10,43,51,3,50,48,16,18,21,124,26,"bizkaia"
48907,"kortezubi",8,1,1,3,NA,2,1,0,2,1,3,2,"bizkaia"
48051,"lanestosa",20,0,3,5,1,7,4,0,2,1,16,1,"bizkaia"
48052,"larrabetzu",60,2,14,15,1,10,18,1,17,2,37,3,"bizkaia"
48053,"laukiz",41,2,4,14,0,11,10,0,5,3,30,3,"bizkaia"
48054,"leioa",1571,50,287,328,50,391,465,26,162,120,1113,150,"bizkaia"
48057,"lekeitio",325,13,70,81,14,63,84,8,78,15,202,22,"bizkaia"
48055,"lemoa",196,5,35,50,5,59,42,2,43,11,124,16,"bizkaia"
48056,"lemoiz",58,1,11,19,NA,11,16,4,11,5,35,3,"bizkaia"
48081,"lezama",88,1,12,17,5,16,37,1,15,2,64,6,"bizkaia"
48903,"loiu",73,3,19,11,1,15,24,0,11,5,51,6,"bizkaia"
48058,"mallabia",36,1,6,6,0,14,9,0,12,0,21,3,"bizkaia"
48059,"manaria",11,0,2,2,1,4,2,NA,4,0,6,1,"bizkaia"
48060,"markina-xemein",165,12,37,39,6,45,26,14,49,4,75,23,"bizkaia"
48061,"maruri-jatabe",32,0,6,10,1,5,10,1,3,2,23,3,"bizkaia"
48062,"mendata",7,NA,1,1,0,5,0,0,2,NA,5,NA,"bizkaia"
48063,"mendexa",15,0,2,4,2,5,2,NA,4,1,8,2,"bizkaia"
48064,"menaka",13,0,1,3,0,0,9,NA,4,0,9,0,"bizkaia"
48066,"morga",15,NA,2,2,NA,6,5,0,3,1,11,0,"bizkaia"
48068,"mundaka",56,4,7,19,3,12,11,0,7,4,37,8,"bizkaia"
48069,"mungia",817,19,154,143,29,226,246,17,96,46,561,97,"bizkaia"
48007,"munitibar-arbatzegi gerrikaitz",16,1,5,4,1,3,2,0,4,1,9,2,"bizkaia"
48908,"murueta",11,1,0,4,0,4,2,NA,2,1,7,1,"bizkaia"
48071,"muskiz",450,14,62,107,12,134,121,6,40,48,303,53,"bizkaia"
48067,"muxika",67,3,14,21,1,12,16,3,14,7,37,6,"bizkaia"
48909,"nabarniz",9,0,0,2,NA,3,4,0,NA,NA,9,0,"bizkaia"
48073,"ondarroa",420,24,93,85,19,76,123,32,155,11,190,32,"bizkaia"
48075,"orozko",50,1,8,13,1,17,10,1,8,6,32,3,"bizkaia"
48083,"ortuella",577,25,92,128,13,153,166,4,73,55,373,72,"bizkaia"
48072,"otxandio",35,1,9,9,2,9,5,1,6,3,20,5,"bizkaia"
48077,"plentzia",223,4,34,59,9,47,70,8,19,16,153,27,"bizkaia"
48078,"portugalete",2979,97,492,715,86,658,931,34,303,268,2049,325,"bizkaia"
48082,"santurtzi",3400,128,624,748,114,825,961,36,276,404,2190,494,"bizkaia"
48084,"sestao",2446,81,428,594,87,597,659,85,213,231,1588,329,"bizkaia"
48904,"sondika",205,9,32,52,7,40,65,2,33,15,136,19,"bizkaia"
48085,"sopelana",660,20,117,137,23,177,186,3,62,42,506,47,"bizkaia"
48086,"sopuerta",121,0,27,22,1,34,37,0,8,15,89,9,"bizkaia"
48076,"sukarrieta",20,1,4,4,1,2,8,NA,3,2,13,2,"bizkaia"
48087,"trucios-turtzioz",39,2,7,12,1,5,12,2,4,7,26,0,"bizkaia"
48088,"ubide",6,1,2,1,NA,1,1,1,2,0,2,1,"bizkaia"
48065,"ugao-miraballes",254,5,61,46,11,60,71,3,30,26,165,30,"bizkaia"
48089,"urduliz",206,9,43,43,5,60,46,6,27,9,145,19,"bizkaia"
48074,"urduna/orduna",154,2,26,40,1,28,57,7,36,18,87,6,"bizkaia"
48080,"valle de trapaga-trapagaran",723,18,137,180,25,153,210,6,64,91,493,69,"bizkaia"
48095,"zaldibar",143,1,27,23,9,53,30,3,33,7,82,18,"bizkaia"
48096,"zalla",573,7,124,119,7,132,184,21,78,52,365,57,"bizkaia"
48905,"zamudio",145,8,26,32,5,38,36,3,21,5,102,14,"bizkaia"
48097,"zaratamo",106,7,23,23,9,23,21,4,12,11,57,22,"bizkaia"
48024,"zeanuri",41,3,9,9,0,13,7,1,8,3,27,2,"bizkaia"
48025,"zeberio",35,0,8,10,0,8,9,3,6,3,23,0,"bizkaia"
48913,"zierbena",78,2,8,21,6,19,22,0,7,8,56,7,"bizkaia"
48915,"ziortza-bolibar",12,NA,3,1,NA,4,4,NA,4,NA,7,1,"bizkaia"
9001,"abajas",1,NA,NA,0,NA,1,NA,NA,NA,NA,1,NA,"burgos"
9003,"adrada de haza",13,2,1,6,NA,1,3,4,1,1,7,0,"burgos"
9006,"aguas candidas",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"burgos"
9007,"aguilar de bureba",6,1,NA,3,NA,1,1,NA,1,2,1,2,"burgos"
9009,"albillos",11,NA,1,5,NA,3,2,0,2,1,8,NA,"burgos"
9010,"alcocero de mola",2,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,"burgos"
9011,"alfoz de bricia",2,NA,NA,1,NA,0,1,NA,1,NA,1,NA,"burgos"
9907,"alfoz de quintanaduenas",96,7,9,20,4,32,24,1,11,3,76,5,"burgos"
9012,"alfoz de santa gadea",6,NA,1,2,0,1,2,2,2,NA,2,NA,"burgos"
9013,"altable",1,NA,NA,1,NA,0,0,NA,NA,NA,1,0,"burgos"
9014,"altos, los",2,NA,NA,2,NA,NA,0,NA,1,1,0,NA,"burgos"
9016,"ameyugo",4,NA,2,NA,NA,NA,2,NA,1,1,2,NA,"burgos"
9017,"anguix",6,NA,1,1,NA,3,1,2,NA,NA,3,1,"burgos"
9018,"aranda de duero",2035,70,273,374,93,507,718,307,260,96,1253,119,"burgos"
9019,"arandilla",4,NA,1,0,1,NA,2,0,NA,NA,4,NA,"burgos"
9020,"arauzo de miel",16,0,2,8,NA,5,1,5,2,0,9,NA,"burgos"
9021,"arauzo de salce",2,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,"burgos"
9022,"arauzo de torre",2,NA,NA,0,NA,1,1,NA,NA,NA,2,0,"burgos"
9023,"arcos",57,4,5,11,3,25,9,0,4,4,45,4,"burgos"
9024,"arenillas de riopisuerga",12,0,3,3,1,2,3,2,1,1,6,2,"burgos"
9025,"arija",4,NA,2,2,NA,NA,NA,0,1,1,2,NA,"burgos"
9026,"arlanzon",14,NA,4,7,NA,0,3,NA,4,2,7,1,"burgos"
9027,"arraya de oca",5,NA,NA,4,NA,NA,1,NA,NA,1,4,NA,"burgos"
9029,"atapuerca",7,0,NA,4,1,1,1,NA,2,NA,4,1,"burgos"
9030,"ausines, los",2,NA,NA,1,NA,0,1,NA,0,0,2,NA,"burgos"
9032,"avellanosa de muno",4,NA,1,NA,NA,1,2,NA,NA,NA,3,1,"burgos"
9033,"bahabon de esgueva",5,NA,NA,2,NA,1,2,NA,NA,NA,5,NA,"burgos"
9034,"balbases, los",10,NA,2,4,NA,2,2,1,1,1,6,1,"burgos"
9035,"banos de valdearados",14,NA,0,9,NA,2,3,0,2,6,4,2,"burgos"
9036,"banuelos de bureba",0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"burgos"
9037,"barbadillo de herreros",3,NA,1,2,NA,0,0,NA,NA,NA,3,NA,"burgos"
9038,"barbadillo del mercado",7,1,2,2,NA,NA,2,NA,1,3,3,NA,"burgos"
9039,"barbadillo del pez",5,0,1,3,1,NA,NA,1,NA,3,0,1,"burgos"
9041,"barrio de muno",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,"burgos"
9043,"barrios de bureba, los",7,NA,2,3,NA,1,1,0,3,NA,4,NA,"burgos"
9044,"barrios de colina",3,NA,NA,NA,1,1,1,NA,NA,NA,3,NA,"burgos"
9045,"basconcillos del tozo",2,0,0,1,NA,0,1,1,NA,NA,1,NA,"burgos"
9046,"bascunana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9047,"belbimbre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9048,"belorado",90,6,11,21,4,29,19,12,19,5,48,6,"burgos"
9050,"berberana",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"burgos"
9051,"berlangas de roa",6,1,1,1,0,2,1,3,NA,NA,3,0,"burgos"
9052,"berzosa de bureba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9054,"bozoo",5,NA,0,5,NA,NA,NA,NA,1,NA,4,NA,"burgos"
9055,"brazacorta",3,NA,2,1,NA,0,NA,1,1,NA,1,NA,"burgos"
9056,"briviesca",541,25,70,98,17,118,213,27,99,41,339,35,"burgos"
9057,"bugedo",6,NA,0,1,NA,4,1,NA,1,0,5,NA,"burgos"
9058,"buniel",22,0,2,4,2,9,5,NA,2,NA,18,2,"burgos"
9059,"burgos",9779,401,1659,1889,389,2339,3102,218,1248,673,6984,656,"burgos"
9060,"busto de bureba",3,NA,NA,0,NA,NA,3,NA,1,NA,2,NA,"burgos"
9061,"cabanes de esgueva",0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,"burgos"
9062,"cabezon de la sierra",0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,"burgos"
9064,"caleruega",17,1,5,4,NA,4,3,4,1,1,11,NA,"burgos"
9065,"campillo de aranda",4,NA,0,1,1,2,NA,2,NA,NA,2,NA,"burgos"
9066,"campolara",2,NA,NA,2,NA,NA,NA,1,0,NA,1,NA,"burgos"
9067,"canicosa de la sierra",20,0,2,8,NA,5,5,5,1,2,12,NA,"burgos"
9068,"cantabrana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9070,"carazo",1,NA,NA,0,NA,NA,1,NA,NA,NA,1,NA,"burgos"
9071,"carcedo de bureba",1,NA,NA,0,NA,NA,1,NA,NA,NA,0,1,"burgos"
9072,"carcedo de burgos",15,NA,2,3,0,6,4,1,1,3,10,0,"burgos"
9073,"cardenadijo",64,NA,9,12,1,23,19,1,15,3,44,1,"burgos"
9074,"cardenajimeno",44,2,10,15,NA,8,9,3,8,3,30,0,"burgos"
9075,"cardenuela riopico",5,NA,1,NA,NA,3,1,NA,NA,NA,5,NA,"burgos"
9076,"carrias",2,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,"burgos"
9077,"cascajares de bureba",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"burgos"
9078,"cascajares de la sierra",1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"burgos"
9079,"castellanos de castro",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"burgos"
9082,"castildelgado",2,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,"burgos"
9083,"castil de peones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9084,"castrillo de la reina",5,NA,0,4,0,0,1,1,NA,3,1,NA,"burgos"
9085,"castrillo de la vega",36,3,8,9,1,9,6,8,7,2,17,2,"burgos"
9086,"castrillo del val",17,NA,1,4,1,7,4,0,4,NA,13,NA,"burgos"
9088,"castrillo de riopisuerga",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"burgos"
9090,"castrillo mota de judios",2,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,"burgos"
9091,"castrojeriz",31,NA,2,12,NA,6,11,1,1,2,26,1,"burgos"
9063,"cavia",7,1,0,1,NA,2,3,1,0,0,6,0,"burgos"
9093,"cayuela",10,1,NA,3,NA,5,1,NA,1,1,6,2,"burgos"
9094,"cebrecos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9095,"celada del camino",3,NA,NA,1,NA,1,1,NA,NA,NA,3,NA,"burgos"
9098,"cerezo de rio tiron",15,0,2,2,NA,5,6,NA,11,NA,4,0,"burgos"
9100,"cerraton de juarros",2,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,"burgos"
9101,"ciadoncha",4,NA,NA,0,NA,3,1,1,NA,NA,3,NA,"burgos"
9102,"cillaperlata",2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,"burgos"
9103,"cilleruelo de abajo",4,NA,NA,2,NA,1,1,2,NA,NA,2,NA,"burgos"
9104,"cilleruelo de arriba",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"burgos"
9105,"ciruelos de cervera",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,"burgos"
9108,"cogollos",29,0,5,8,1,6,9,NA,4,5,20,NA,"burgos"
9109,"condado de trevino",34,2,1,11,NA,13,7,1,7,2,24,NA,"burgos"
9110,"contreras",3,NA,NA,3,NA,NA,0,NA,1,NA,1,1,"burgos"
9112,"coruna del conde",3,NA,NA,2,0,1,NA,NA,1,NA,2,NA,"burgos"
9113,"covarrubias",23,NA,3,9,NA,4,7,2,3,2,16,NA,"burgos"
9114,"cubillo del campo",2,NA,NA,1,NA,NA,1,0,NA,NA,2,NA,"burgos"
9115,"cubo de bureba",5,1,NA,2,NA,NA,2,NA,NA,0,4,1,"burgos"
9117,"cueva de roa, la",15,NA,2,6,NA,3,4,7,1,4,3,NA,"burgos"
9119,"cuevas de san clemente",1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"burgos"
9120,"encio",1,NA,NA,1,NA,NA,0,NA,NA,1,0,NA,"burgos"
9122,"espinosa de cervera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9123,"espinosa del camino",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"burgos"
9124,"espinosa de los monteros",95,2,14,28,2,16,33,7,10,4,71,3,"burgos"
9125,"estepar",16,1,2,8,0,0,5,1,1,3,11,NA,"burgos"
9127,"fontioso",2,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,"burgos"
9128,"frandovinez",3,NA,1,NA,NA,2,0,NA,NA,1,2,NA,"burgos"
9129,"fresneda de la sierra tiron",3,NA,1,0,NA,2,NA,0,0,NA,3,NA,"burgos"
9130,"fresnena",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"burgos"
9131,"fresnillo de las duenas",24,2,1,6,1,5,9,1,3,2,16,2,"burgos"
9132,"fresno de rio tiron",7,NA,2,2,1,NA,2,0,2,NA,3,2,"burgos"
9133,"fresno de rodilla",1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"burgos"
9134,"frias",18,0,3,7,1,3,4,1,1,2,13,1,"burgos"
9135,"fuentebureba",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"burgos"
9136,"fuentecen",7,NA,0,2,2,1,2,1,0,NA,6,NA,"burgos"
9137,"fuentelcesped",9,NA,0,4,0,3,2,1,1,NA,7,NA,"burgos"
9138,"fuentelisendo",3,NA,1,NA,NA,2,0,1,NA,NA,2,NA,"burgos"
9139,"fuentemolinos",4,NA,NA,3,NA,1,NA,NA,1,1,2,NA,"burgos"
9140,"fuentenebro",5,NA,0,3,NA,1,1,NA,1,NA,4,NA,"burgos"
9141,"fuentespina",28,1,2,3,3,10,9,2,4,0,21,1,"burgos"
9143,"galbarros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9144,"gallega, la",2,NA,NA,1,NA,NA,1,0,NA,1,1,NA,"burgos"
9148,"grijalba",1,NA,NA,NA,NA,1,0,NA,NA,NA,1,0,"burgos"
9149,"grisalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9151,"gumiel de izan",31,2,2,12,1,3,11,8,0,2,20,1,"burgos"
9152,"gumiel de mercado",25,0,5,11,0,4,5,5,3,1,15,1,"burgos"
9154,"hacinas",4,NA,0,3,NA,1,NA,NA,2,2,0,NA,"burgos"
9155,"haza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9159,"hontanas",0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,"burgos"
9160,"hontangas",4,1,NA,NA,NA,3,NA,NA,NA,NA,4,NA,"burgos"
9162,"hontoria de la cantera",6,NA,2,NA,0,3,1,NA,1,NA,5,NA,"burgos"
9163,"hontoria del pinar",28,1,4,15,NA,1,7,2,10,NA,14,2,"burgos"
9164,"hontoria de valdearados",2,NA,1,0,NA,0,1,0,NA,1,1,NA,"burgos"
9166,"hormazas, las",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9167,"hornillos del camino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9168,"horra, la",15,0,5,2,NA,3,5,4,4,0,6,1,"burgos"
9169,"hortiguela",4,NA,NA,3,NA,NA,1,NA,NA,NA,4,NA,"burgos"
9170,"hoyales de roa",12,1,1,5,2,2,1,2,NA,1,6,3,"burgos"
9172,"huermeces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9173,"huerta de arriba",8,NA,1,3,NA,1,3,3,NA,NA,5,NA,"burgos"
9174,"huerta de rey",30,1,3,16,NA,4,6,5,7,6,12,0,"burgos"
9175,"humada",5,NA,0,4,NA,NA,1,0,NA,2,3,NA,"burgos"
9176,"hurones",4,3,NA,NA,NA,1,NA,NA,NA,NA,2,2,"burgos"
9177,"ibeas de juarros",50,4,3,9,0,13,21,2,4,3,40,1,"burgos"
9178,"ibrillos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9179,"iglesiarrubia",3,NA,NA,NA,NA,2,1,NA,NA,1,1,1,"burgos"
9180,"iglesias",1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"burgos"
9181,"isar",7,NA,0,2,NA,NA,5,NA,0,1,6,NA,"burgos"
9182,"itero del castillo",0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"burgos"
9183,"jaramillo de la fuente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9184,"jaramillo quemado",2,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,"burgos"
9189,"junta de traslaloma",6,1,NA,3,NA,1,1,1,2,1,1,1,"burgos"
9190,"junta de villalba de losa",2,NA,NA,0,NA,NA,2,1,1,NA,0,NA,"burgos"
9191,"jurisdiccion de lara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9192,"jurisdiccion de san zadornil",0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"burgos"
9194,"lerma",147,6,16,40,5,34,46,14,13,11,103,6,"burgos"
9195,"llano de bureba",2,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,"burgos"
9196,"madrigal del monte",5,1,NA,4,NA,NA,NA,NA,0,3,2,NA,"burgos"
9197,"madrigalejo del monte",10,NA,1,4,NA,1,4,3,2,NA,5,NA,"burgos"
9198,"mahamud",2,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,"burgos"
9199,"mambrilla de castrejon",3,NA,0,1,NA,2,0,0,NA,NA,3,NA,"burgos"
9200,"mambrillas de lara",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"burgos"
9201,"mamolar",1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"burgos"
9202,"manciles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9206,"mazuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9208,"mecerreyes",9,NA,2,3,NA,2,2,0,2,NA,6,1,"burgos"
9209,"medina de pomar",411,22,68,102,15,88,116,15,40,40,305,11,"burgos"
9211,"melgar de fernamental",88,9,13,22,8,12,24,11,5,12,53,7,"burgos"
9213,"merindad de cuesta-urria",8,0,2,2,NA,1,3,NA,2,1,5,NA,"burgos"
9214,"merindad de montija",27,1,4,11,1,3,7,3,5,3,16,NA,"burgos"
9906,"merindad de rio ubierna",41,4,5,5,1,8,18,NA,6,3,31,1,"burgos"
9215,"merindad de sotoscueva",27,1,3,10,NA,4,9,2,5,2,18,NA,"burgos"
9216,"merindad de valdeporres",27,1,4,9,NA,3,10,0,5,1,21,NA,"burgos"
9217,"merindad de valdivielso",15,NA,2,6,NA,1,6,0,3,NA,12,NA,"burgos"
9218,"milagros",18,2,2,3,2,5,4,6,2,1,9,NA,"burgos"
9219,"miranda de ebro",2195,89,375,451,97,454,729,83,337,189,1408,178,"burgos"
9220,"miraveche",0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"burgos"
9221,"modubar de la emparedada",26,1,2,3,1,11,8,1,5,0,19,1,"burgos"
9223,"monasterio de la sierra",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,"burgos"
9224,"monasterio de rodilla",6,NA,0,4,NA,NA,2,0,0,1,5,NA,"burgos"
9225,"moncalvillo",3,NA,NA,3,NA,NA,NA,1,1,NA,1,NA,"burgos"
9226,"monterrubio de la demanda",0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,"burgos"
9227,"montorio",2,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,"burgos"
9228,"moradillo de roa",5,NA,NA,1,1,NA,3,1,NA,1,2,1,"burgos"
9229,"nava de roa",10,NA,NA,2,NA,4,4,5,2,NA,1,2,"burgos"
9230,"navas de bureba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9231,"nebreda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9232,"neila",5,NA,NA,2,NA,1,2,1,NA,1,2,1,"burgos"
9235,"olmedillo de roa",6,NA,1,3,NA,2,0,3,1,1,1,NA,"burgos"
9236,"olmillos de muno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9238,"ona",49,1,14,20,NA,8,6,3,3,7,34,2,"burgos"
9239,"oquillas",2,0,0,NA,NA,NA,2,NA,NA,NA,2,NA,"burgos"
9241,"orbaneja riopico",19,NA,7,5,1,3,3,1,2,1,15,0,"burgos"
9242,"padilla de abajo",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"burgos"
9243,"padilla de arriba",3,NA,1,1,NA,NA,1,1,NA,NA,1,1,"burgos"
9244,"padrones de bureba",4,NA,NA,4,NA,NA,NA,NA,NA,2,2,NA,"burgos"
9246,"palacios de la sierra",22,1,3,8,NA,5,5,2,2,1,16,1,"burgos"
9247,"palacios de riopisuerga",4,1,1,NA,NA,2,NA,3,NA,NA,1,0,"burgos"
9248,"palazuelos de la sierra",2,NA,1,NA,NA,1,NA,NA,NA,NA,2,NA,"burgos"
9249,"palazuelos de muno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9250,"pampliega",12,0,2,6,1,2,1,2,1,2,7,0,"burgos"
9251,"pancorbo",14,1,1,2,1,4,5,NA,0,0,12,2,"burgos"
9253,"pardilla",5,NA,1,1,NA,2,1,3,2,0,0,NA,"burgos"
9255,"partido de la sierra en tobalina",1,NA,NA,NA,NA,1,0,NA,NA,NA,1,NA,"burgos"
9256,"pedrosa de duero",23,0,7,7,1,3,5,12,5,NA,6,NA,"burgos"
9257,"pedrosa del paramo",2,NA,NA,2,NA,0,NA,1,NA,1,0,NA,"burgos"
9258,"pedrosa del principe",7,NA,NA,6,1,NA,0,0,2,NA,5,NA,"burgos"
9259,"pedrosa de rio urbel",3,NA,0,NA,NA,1,2,NA,NA,NA,3,NA,"burgos"
9261,"penaranda de duero",36,1,4,11,4,7,9,0,4,4,27,1,"burgos"
9262,"peral de arlanza",1,NA,0,NA,NA,1,NA,NA,NA,NA,0,1,"burgos"
9265,"piernigas",3,NA,1,1,NA,1,0,1,1,1,0,NA,"burgos"
9266,"pineda de la sierra",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"burgos"
9267,"pineda trasmonte",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,"burgos"
9268,"pinilla de los barruecos",5,NA,0,2,NA,1,2,NA,NA,0,5,NA,"burgos"
9269,"pinilla de los moros",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"burgos"
9270,"pinilla trasmonte",4,NA,NA,2,NA,0,2,NA,1,NA,3,NA,"burgos"
9272,"poza de la sal",12,1,2,7,NA,0,2,NA,1,3,8,NA,"burgos"
9273,"pradanos de bureba",6,NA,NA,1,NA,1,4,NA,1,NA,5,NA,"burgos"
9274,"pradoluengo",58,4,8,13,1,6,26,7,15,8,26,2,"burgos"
9275,"presencio",11,1,1,5,1,NA,3,4,2,1,3,1,"burgos"
9276,"puebla de arganzon, la",23,NA,4,4,NA,8,7,NA,5,2,16,NA,"burgos"
9277,"puentedura",3,NA,1,2,NA,NA,NA,NA,1,NA,2,NA,"burgos"
9279,"quemada",13,1,1,5,NA,2,4,5,0,NA,8,NA,"burgos"
9280,"quintanabureba",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"burgos"
9281,"quintana del pidio",2,0,0,0,NA,0,2,0,1,NA,1,NA,"burgos"
9283,"quintanaelez",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"burgos"
9287,"quintanaortuno",10,NA,3,3,1,1,2,NA,0,4,6,NA,"burgos"
9288,"quintanapalla",2,0,NA,0,NA,1,1,1,NA,NA,1,NA,"burgos"
9289,"quintanar de la sierra",122,6,9,42,3,29,33,5,19,15,79,4,"burgos"
9292,"quintanavides",4,NA,1,2,1,NA,NA,NA,1,NA,2,1,"burgos"
9901,"quintanilla del agua y tordueles",8,NA,1,3,NA,0,4,2,0,0,6,NA,"burgos"
9294,"quintanilla de la mata",9,NA,1,1,1,NA,6,0,2,NA,7,NA,"burgos"
9295,"quintanilla del coco",0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,"burgos"
9298,"quintanilla san garcia",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"burgos"
9297,"quintanillas, las",15,0,4,6,NA,2,3,1,2,8,4,NA,"burgos"
9301,"quintanilla vivar",31,3,5,2,1,10,10,NA,6,1,21,3,"burgos"
9302,"rabanera del pinar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9303,"rabanos",0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"burgos"
9304,"rabe de las calzadas",3,NA,1,1,NA,NA,1,NA,1,NA,2,0,"burgos"
